target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
,1.0,-0.43767429645707123,-0.33085658762835013,0.32484538861346623,0.6722068208045432,-0.1720068077735301,-0.3166127197274708,-0.4317200042977623,0.34646456827386213,-0.319844519544376,0.024731165129740294,0.19155878977919227,0.1448074242184255,-0.14217647691872273,-0.294207647369273,0.07528295857810648,0.13857324935608065,0.18895274914746688,-0.15163863616656553,0.13998772506723473,-0.010824195298722736,0.10946608157707613,-0.10747723678345675,-0.222404054911893,0.056909585468795744,0.1047534040487622,0.14283740743285428,-0.11463008479321957,0.10582266630808138,-0.008182468902899117,0.1055245265034339,0.2183632859328745,-0.055875618315354175,-0.10285018197983671,-0.1402422525683139,0.11254741732171955,-0.10390001724728021,0.008033804947434291,0.4518620099361512,-0.11562414941018287,-0.212829229754283,-0.2902051315667225,0.23289584596079146,-0.21500166763468156,0.0166244578866549,0.02958634192044014,0.054459543220817634,0.0742587797912328,-0.0595942643954213,0.055015434790686574,-0.00425392876648667,0.10024361429322597,0.1366880447214699,-0.10969508925039148,0.10126684322287106,-0.007830201453756262,0.1863821621108599,-0.1495756849042141,0.1380832773523137,-0.010676938716100148,0.12003769706919368,-0.11081479337870308,0.008568472449585064,0.10230051668257271,-0.00791012762869441,0.0006116305286744823
,1.0,-0.2309313390359517,-0.301419811608336,0.73445576894233,0.10783194001449913,-0.16142464179671656,-0.33313397463103384,-0.52456245859307,1.322564046976831,0.11167022821309035,0.03738451471527603,0.05332928334893767,0.06960728070667732,-0.1696088541845318,-0.024901774298392704,0.037278008683514614,0.0769310748399134,0.12113791097088863,-0.3054214863291669,-0.025788155331699265,-0.008633256042407934,0.09085390283000475,-0.22137951950925264,-0.03250268304453171,0.048656585119309426,0.10041317987362239,0.15811351744592872,-0.3986470058797148,-0.03365961915024958,-0.011268433382547564,0.5394252765326693,0.07919779041989215,-0.11855925941704765,-0.2446721694984506,-0.3852679238842524,0.9713647940978483,0.08201684333021074,0.027457272501743905,0.011627727287290538,-0.01740673229108555,-0.035922482769205316,-0.05656458756886611,0.14261464697893883,0.012041617350079387,0.004031244748248805,0.02605791497919825,0.0537760325251311,0.08467730697839129,-0.21349442753645076,-0.0180263265886557,-0.006034781896657512,0.1109782450534703,0.17474957677333652,-0.44059101767349707,-0.0372011469725814,-0.012454051976752275,0.27516577296520633,-0.6937674481289671,-0.058578009463107886,-0.019610512952353998,1.7491756583557332,0.14769102895233105,0.04944341507610035,0.01247023986916368,0.004174737289890508,0.0013976019404966897
,1.0,0.12102931933085616,-0.2985142090585814,1.0072880221150218,0.09967378148911837,-0.15733155643527674,-0.33162909923499106,-0.6518573361457294,1.6717729280317297,0.3689391158309631,0.02607593359147677,0.014648096137690352,-0.036128971532949,0.12191138368670547,0.012063449928760487,-0.019041731184625727,-0.04013684415071592,-0.07889384969454273,0.20233353955543262,0.04465245006354936,0.0031559524934930408,0.08911073300987044,-0.30068978721584855,-0.029754040045102043,0.0469657051292322,0.09899599825894316,0.19458867711857622,-0.4990479733369405,-0.1101335683530523,-0.007784036691523781,1.0146291594963925,0.10040020621289891,-0.15847819229796783,-0.3340460194442004,-0.6566080868273987,1.6839568461025196,0.37162795226623574,0.02626597557216129,0.009934862716340517,-0.01568183117747267,-0.03305472637258165,-0.06497308568506821,0.16663192952805825,0.03677355681412395,0.0025990869069216173,0.02475321865034667,0.05217572234186999,0.10255772926956098,-0.26302263677359194,-0.05804576532354028,-0.004102567217449956,0.10997785945941155,0.21617486121572901,-0.554408550248606,-0.12235094665557633,-0.008647538368652886,0.4249179866870064,-1.0897574475073095,-0.2404956692455323,-0.01699778860845299,2.794824722899783,0.6167824259381667,0.043593039851384054,0.13611607119013283,0.00962043188370635,0.0006799543126671066
,1.0,0.5781257836159736,-0.20236189296803506,1.2315589694165865,-1.0486786135545514,-2.2538055279135776,-0.36822045249429747,-0.621475866200632,-1.497128731645576,0.9746997237280245,-2.917969226854256,0.3342294216815835,-0.11699062794615704,0.7119959942632449,-0.6062681452225377,-1.30298308694305,-0.2128777376416941,-0.3592912221456563,-0.8655287211565872,0.5634990415705371,-1.6869532458424132,0.040950335725606475,-0.24922060435290283,0.21221258935399354,0.4560843530104131,0.07451378779629246,0.12576303271830916,0.30296180415263213,-0.19724208116902384,0.5904857763687009,1.5167374951504446,-1.2915095525584581,-2.7756944132226513,-0.45348520099198614,-0.7653841772953307,-1.8438023178293867,1.2004001872451173,-3.5936511738139414,1.0997268345266962,2.363517656233994,0.38614491360414943,0.6517284497248926,1.5700068826147666,-1.022146754911109,3.0600119232123677,5.0796393576538,0.8298972913224865,1.4006857427078634,3.3742370113810423,-2.1967836253940582,6.576535173765831,0.13558630163510518,0.2288401246666822,0.5512734190087476,-0.35890437331719993,1.0744559490767096,0.3862322522698258,0.9304293753132878,-0.6057523550893907,1.8134474528060374,2.241394439118691,-1.4592509611202307,4.368575567581134,0.9500395514354872,-2.8441437992617207,8.514544408868424
,1.0,0.8674754456871949,-0.16175483959087794,0.8830619669569862,0.044440863105623264,-2.2492475596814816,-0.3679500996711667,-0.6187243102019366,-0.026350164747189538,0.931138258693126,0.043782273564522536,0.7525136488701974,-0.14031835156615757,0.7660345733554227,0.03855135752927416,-1.9511670292955288,-0.3191876767028931,-0.5367281467499272,-0.022858120907999258,0.8077395759562181,0.03798004727358288,0.026164628131070653,-0.14283954681393246,-0.007188524682930257,0.3638266782164517,0.05951770934975712,0.10008165154769086,0.004262266671874851,-0.15061611967183602,-0.007081994637353279,0.7797984374859415,0.03924403598731784,-1.9862249742255305,-0.3249227387576396,-0.5463719063710267,-0.023268828311293833,0.822252782230455,0.03866246061173613,0.001974990313572747,-0.09995850289046192,-0.016352020009186754,-0.02749664236980545,-0.0011710240643404703,0.04138058788698964,0.0019457220259338943,5.0591145847331,0.8276108637699296,1.391664144837314,0.05926804375482107,-2.094360456091578,-0.09847717197230936,0.13538727584802152,0.22765967160777645,0.009695545745080053,-0.3426124150937723,-0.016109691921896353,0.3828197720348623,0.016303487506912236,-0.5761178768125368,-0.02708915701028169,0.0006943311822040303,-0.024535646518975062,-0.00115367012143169,0.8670184568020669,0.0407673499684956,0.001916887478478689
,1.0,0.9746017746091211,-0.12894243682681483,0.6697333103837353,0.05144365366112016,-2.2363336429157976,-0.38549682494277654,-0.6644399818558712,-0.3264415509864404,0.6723319076034333,0.044202458626093906,0.9498486190712481,-0.12566752775383822,0.6527232728148298,0.050137076150504715,-2.179534737003817,-0.37570588969541174,-0.6475643854379842,-0.3181505148975387,0.6552558702766418,0.04307979461907738,0.016626152014837133,-0.08635704506496836,-0.006633270062339528,0.2883583094753509,0.04970689999712166,0.08567451038566067,0.04209216906571654,-0.0866921145228076,-0.0056995727289850095,0.4485427070375567,0.03445352846469637,-1.4977471337925152,-0.258180064711345,-0.4449975885996416,-0.21862878058894963,0.45028307415585905,0.02960385894275397,0.0026464495020052815,-0.11504517339687145,-0.019831365149817662,-0.034181220305194396,-0.016793346089545337,0.03458720980007126,0.002273935972530768,5.0011881624370425,0.862099518856753,1.4859094851226469,0.7300322229165893,-1.5035584641793134,-0.09885144532512741,0.1486078020409617,0.25613950337047436,0.12584218143466827,-0.25918181568884374,-0.017039907455023644,0.4414804894886304,0.2169008182144329,-0.44672420048914846,-0.02936988080750673,0.10656408621043277,-0.2194770706957369,-0.014429519151316055,0.4520301939816716,0.029718723328843552,0.0019538573485915435
,1.0,0.8528179581151079,-0.024886313992233212,0.33268907225821653,1.1824247890489423,-0.11419566196000863,-0.30843564655042155,-0.5266747068476316,-1.2512968197435659,0.6297954182164154,0.06075426476118227,0.7272984696836219,-0.021223495483867767,0.2837232152904618,1.008393094221406,-0.09738811125833766,-0.26303945830104364,-0.44915764808467024,-1.067128398809636,0.5371008425935737,0.05181232802041612,0.0006193286241200225,-0.008279404714002741,-0.029426194572472097,0.002841909100087697,0.007675826346451253,0.01310699212637754,0.031140165553621223,-0.015673286528603544,-0.0015119497092140515,0.11068201880003282,0.39337980608381,-0.03799164883338818,-0.10261316910222293,-0.17521891960300673,-0.41629277808014375,0.2095260533988947,0.02021227997912779,1.3981283817574357,-0.13502778150336753,-0.36470195430755636,-0.6227532291417244,-1.4795643781228982,0.7446857145285354,0.07183734869406454,0.013040649210484562,0.03522201282988864,0.06014396678605879,0.1428926686390701,-0.07191990468260404,-0.0069378734812968355,0.09513254806297657,0.16244525372830299,0.38594454362409303,-0.19425135701207322,-0.018738780932310746,0.2773862468330387,0.6590263857178164,-0.33169731726311213,-0.03199773458283907,1.565743731100362,-0.7880610039032696,-0.07602161828152597,0.39664226880638953,0.03826275758369962,0.003691080686671834
,1.0,0.5828306561699774,-0.6925220806313751,0.038174942682606045,0.07730995943461662,-0.08083042571819614,0.254779804549345,-0.5297603558464554,-0.7639881018395329,0.1665064253746698,0.09061514394744763,0.3396915737715264,-0.40362309866658236,0.02224952689295456,0.04505861438575194,-0.04711045005983487,0.14849348066435336,-0.30876057581083033,-0.4452756867011905,0.09704504915763619,0.05281328380582786,0.4795868321620088,-0.026436990734541827,-0.05353885396118791,0.055976854596685,-0.1764406403493675,0.36687074386680496,0.5290786298635283,-0.11530937613895913,-0.062752988023198,0.0014573262488202568,0.0029513032702110876,-0.003085696868802783,0.009726204435356817,-0.020223571219955418,-0.02916520199791716,0.006356373244963641,0.003459227926369909,0.005976829827782067,-0.006248996933356535,0.019697016354469413,-0.040955751620557534,-0.059063889161744036,0.012872604991318742,0.007005453102739122,0.0065335577217848235,-0.020593960066122362,0.042820755091692066,0.06175348351532603,-0.013458785247849617,-0.007324460661787816,0.06491274880620244,-0.13497223992055138,-0.19464873926470128,0.042422474513168475,0.02308690866414147,0.28064603462656307,0.404730608692969,-0.08820850315720635,-0.048004310902677635,0.5836778197523725,-0.12720892786607982,-0.06922889182232655,0.027724389691050486,0.015088003703500651,0.008211104312616655
,1.0,0.32044353296593053,-0.503099066174536,0.0717983437125129,1.1562102474091975,-0.032776073499468275,0.3396224998308238,-0.5989165361628322,0.7670975401119482,-0.07077543710954426,0.11165359946275999,0.10268405781968741,-0.1612148421968288,0.023007314920339837,0.3705000965312159,-0.010502880788920624,0.10882983372051033,-0.19191893079973546,0.2458114458829473,-0.02267953111459039,0.035778673880209735,0.2531086703856902,-0.03612167967464361,-0.5816882957729965,0.016489611970450447,-0.17086376251674898,0.3013143500600086,-0.38592605609510483,0.03560705631790632,-0.05617282162474023,0.00515500215986014,0.08301398074741514,-0.0023532677906614088,0.024384332975356342,-0.04300121531852669,0.055076332845980805,-0.005081559159994399,0.008016543510966487,1.3368221362140378,-0.03789603204992226,0.39267501455512693,-0.6924734364542878,0.8869260366398225,-0.08183128565092027,0.12909503585896517,0.0010742709940425466,-0.011131492016528233,0.01963013240931994,-0.025142445355970527,0.002319740928659417,-0.003659566582471613,0.11534344239133792,-0.2034055312016391,0.2605235841868955,-0.024036930877762677,0.03792007456465207,0.35870101728928516,-0.45942740162287726,0.04238857963905862,-0.06687118704034849,0.5884386360458019,-0.054291663707079295,0.08564920149252793,0.005009162498047054,-0.007902332306830814,0.012466526272990438
,1.0,0.0010550692037626284,-0.42322737156561424,0.17855317356560493,0.9082540072039613,0.016135659780484497,0.3719306049620819,-0.5766334790136877,0.6045793149232646,-0.27474559103765755,0.1294088622680817,1.1131710247283066e-06,-0.0004465341659282827,0.00018838595466315317,0.0009582708321949,1.7024237716780446e-05,0.0003924125272322964,-0.0006083882255658457,0.000637873016407444,-0.0002898756119733941,0.00013653530527301262,0.1791214080423385,-0.07556859033286989,-0.38439795618286904,-0.006829052877371449,-0.15741121234291072,0.2440470716796988,-0.255874514357913,0.116279854344109,-0.054769372635016814,0.03188123579034904,0.1621716353899451,0.002881073261380399,0.06640938986215505,-0.10295973766206959,0.10794955535166818,-0.04905669720293158,0.023106363045480256,0.8249253416020534,0.014655277654504835,0.3378074623586044,-0.5237296680021432,0.5491115854516807,-0.24953878402157323,0.11753611772269072,0.000260359516551545,0.006001345703617933,-0.009304361635402011,0.00975528613592019,-0.004433201383171772,0.0020880973741373436,0.13833237490746023,-0.2144676386909508,0.22486155034697083,-0.10218629388530072,0.048131116430822365,0.332506169119429,-0.3486206737039139,0.15842750600371633,-0.0746214824648471,0.3655161480330839,-0.16610550120773443,0.07823792129503594,0.07548513979463177,-0.03555451434935493,0.01674665363351934
